fighter_name,Weight,Height
Nikolajus Cilkinas,,
Nina Ansaroff,115 lbs.,"5' 5"""
Ning Guangyou,145 lbs.,"5' 4"""
Nissen Osterneck,185 lbs.,"6' 2"""
Noad Lahat,145 lbs.,"5' 9"""
Noah Thomas,135 lbs.,"5' 9"""
Nobuhiko Takada,220 lbs.,"6' 0"""
Nobuhiro Obiya,145 lbs.,"5' 8"""
Noe Hernandez,,
Nolan Ticman,125 lbs.,"5' 6"""
Nordine Taleb,170 lbs.,"6' 1"""
Norifumi Yamamoto,135 lbs.,"5' 4"""
Norma Dumont,135 lbs.,"5' 7"""
Norman Parke,155 lbs.,"5' 11"""
OJ Dominguez,,
Ode Osbourne,135 lbs.,"5' 7"""
Olaf Alfonso,170 lbs.,"6' 2"""
Oleg Taktarov,210 lbs.,"6' 0"""
Oli Thompson,242 lbs.,"6' 1"""
Oliver Enkamp,170 lbs.,"6' 0"""
Olivier Aubin-Mercier,155 lbs.,"5' 9"""
Oluwale Bamgbose,185 lbs.,"5' 11"""
Omari Akhmedov,185 lbs.,"6' 0"""
Onassis Parungao,200 lbs.,"5' 11"""
Orlando Wiet,170 lbs.,"5' 10"""
Osamu Tachihikari,300 lbs.,"6' 5"""
Oscar Cota,230 lbs.,"6' 2"""
Oskar Piechota,185 lbs.,"6' 0"""
Ottman Azaitar,170 lbs.,
Ovince Saint Preux,205 lbs.,"6' 3"""
Pablo Alfonso,145 lbs.,"5' 8"""
Pablo Garza,145 lbs.,"6' 1"""
Pablo Villaseca,155 lbs.,"5' 7"""
Paddy Holohan,125 lbs.,"5' 10"""
Paige VanZant,115 lbs.,"5' 4"""
Pannie Kianzad,145 lbs.,"5' 7"""
Papy Abedi,185 lbs.,"5' 11"""
Parker Porter,260 lbs.,
Pascal Krauss,170 lbs.,"6' 1"""
Pat Audinwood,155 lbs.,"6' 0"""
Pat Barry,235 lbs.,"5' 11"""
Pat Benson,155 lbs.,"5' 9"""
Pat Curran,145 lbs.,"5' 9"""
Pat Healy,155 lbs.,"6' 0"""
Pat Miletich,170 lbs.,"5' 10"""
Pat Schilling,145 lbs.,"5' 8"""
Patricio Freire,145 lbs.,"5' 5"""
Patrick Cote,170 lbs.,"5' 11"""
Patrick Cummins,205 lbs.,"6' 2"""
Patrick Kaase,185 lbs.,"5' 9"""
Patrick Murphy,170 lbs.,"6' 0"""
Patrick Smith,225 lbs.,"6' 2"""
Patrick Speight,170 lbs.,"6' 1"""
Patrick Walsh,185 lbs.,"5' 11"""
Patrick Williams,135 lbs.,"5' 8"""
Patricky Freire,155 lbs.,"5' 7"""
Paul Bradley,170 lbs.,"5' 9"""
Paul Buentello,245 lbs.,"6' 2"""
Paul Craig,205 lbs.,"6' 3"""
Paul Creighton,155 lbs.,"5' 6"""
Paul Daley,170 lbs.,"5' 9"""
Paul Felder,155 lbs.,"5' 11"""
Paul Georgieff,170 lbs.,"6' 2"""
Paul Herrera,185 lbs.,"5' 10"""
Paul Jones,199 lbs.,"5' 9"""
Paul Kelly,155 lbs.,"5' 9"""
Paul Redmond,145 lbs.,"5' 10"""
Paul Rodriguez,155 lbs.,"5' 7"""
Paul Ruiz,135 lbs.,"5' 6"""
Paul Sass,155 lbs.,"6' 0"""
Paul Song,185 lbs.,
Paul Taylor,155 lbs.,"6' 0"""
Paul Varelans,300 lbs.,"6' 8"""
Paulo Cesar Silva,385 lbs.,"7' 5"""
Paulo Costa,185 lbs.,"6' 1"""
Paulo Filho,185 lbs.,"5' 8"""
Paulo Santos,,
Paulo Thiago,170 lbs.,"5' 11"""
Pawel Nastula,230 lbs.,"6' 0"""
Pawel Pawlak,170 lbs.,"6' 0"""
Pearl Gonzalez,115 lbs.,"5' 4"""
Pedro Munhoz,135 lbs.,"5' 6"""
Pedro Nobre,135 lbs.,"5' 5"""
Pedro Otavio,245 lbs.,"6' 3"""
Pedro Rizzo,241 lbs.,"6' 1"""
Peggy Morgan,135 lbs.,"6' 1"""
Per Eklund,155 lbs.,"5' 10"""
Pete Rogers Jr.,145 lbs.,"6' 0"""
Pete Sabala,135 lbs.,
Pete Sell,170 lbs.,"5' 11"""
Pete Spratt,170 lbs.,"5' 9"""
Pete Williams,235 lbs.,"6' 3"""
Peter Petties,145 lbs.,"5' 11"""
Peter Sobotta,170 lbs.,"6' 0"""
Petr Yan,135 lbs.,"5' 7"""
Phil Baroni,170 lbs.,"5' 9"""
Phil Cardella,155 lbs.,"5' 11"""
Phil Davis,205 lbs.,"6' 2"""
Phil Harris,125 lbs.,"5' 4"""
Phil Hawes,185 lbs.,"6' 1"""
Phil Johns,170 lbs.,"5' 2"""
Philip De Fries,250 lbs.,"6' 5"""
Philip Perez,155 lbs.,"5' 5"""
Philip Preece,205 lbs.,"5' 8"""
Philipe Lins,205 lbs.,"6' 2"""
Phillip Miller,185 lbs.,"5' 11"""
Phillipe Nover,145 lbs.,"5' 9"""
Pietro Menga,125 lbs.,"5' 7"""
Piotr Hallmann,155 lbs.,"5' 9"""
Poliana Botelho,115 lbs.,"5' 8"""
Polo Reyes,155 lbs.,"5' 11"""
Polyana Viana,115 lbs.,"5' 5"""
Poppies Martinez,145 lbs.,"5' 9"""
Priscila Cachoeira,125 lbs.,"5' 7"""
Pro Escobedo,205 lbs.,
Punahele Soriano,185 lbs.,"5' 11"""
Quinn Mulhern,155 lbs.,"6' 3"""
RJ Clifford,160 lbs.,
Rachael Ostovich,125 lbs.,"5' 3"""
Rafael Carino,245 lbs.,"6' 8"""
Rafael Carvalho,185 lbs.,"6' 3"""
Rafael Dias,145 lbs.,"5' 9"""
Rafael Dos Anjos,170 lbs.,"5' 8"""
Rafael Feijao,205 lbs.,"6' 1"""
Rafael Fiziev,155 lbs.,"5' 8"""
Rafael Freitas,205 lbs.,
Rafael Natal,185 lbs.,"6' 0"""
Rafael Rebello,135 lbs.,"5' 5"""
Rafael Rios,150 lbs.,
Rafael Silva,135 lbs.,"5' 7"""
Rafaello Oliveira,155 lbs.,"5' 8"""
Rainy Martinez,199 lbs.,"6' 0"""
Raja Shippen,145 lbs.,"5' 6"""
Ralek Gracie,210 lbs.,"6' 2"""
Ralph Dillon,205 lbs.,"6' 2"""
Ralph Gracie,183 lbs.,"5' 9"""
Ramazan Emeev,170 lbs.,"5' 10"""
Ramazan Kuramagomedov,170 lbs.,"6' 0"""
Rameau Thierry Sokoudjou,205 lbs.,"5' 10"""
Ramiz Brahimaj,170 lbs.,"5' 10"""
Rampage Jackson,205 lbs.,"6' 1"""
Ramsey Nijem,155 lbs.,"5' 11"""
Randa Markos,115 lbs.,"5' 4"""
Randall Wallace,185 lbs.,"5' 11"""
Randy Brown,170 lbs.,"6' 3"""
Randy Costa,135 lbs.,"5' 9"""
Randy Couture,205 lbs.,"6' 1"""
Rani Yahya,135 lbs.,"5' 6"""
Raoni Barcelos,135 lbs.,"5' 7"""
Raou Raou,195 lbs.,"5' 8"""
Raphael Assuncao,135 lbs.,"5' 5"""
Raphael Butler,261 lbs.,"6' 3"""
Raphael Pessoa,247 lbs.,"6' 4"""
Raquel Pa'aluhi,135 lbs.,"5' 7"""
Raquel Pennington,135 lbs.,"5' 7"""
Rashad Coulter,205 lbs.,"5' 11"""
Rashad Evans,205 lbs.,"6' 0"""
Rashard Lovelace,155 lbs.,
Rashid Magomedov,155 lbs.,"5' 9"""
Raul Castillo,185 lbs.,"5' 11"""
Raul Sandoval,130 lbs.,
Raulian Paiva,125 lbs.,"5' 8"""
Ray Borg,135 lbs.,"5' 4"""
Ray Perales,170 lbs.,"5' 10"""
Ray Routh,185 lbs.,"5' 8"""
Ray Sefo,240 lbs.,"6' 0"""
Ray Seraille,246 lbs.,"6' 3"""
Ray Sloan,205 lbs.,"6' 1"""
Ray Steinbeiss,170 lbs.,"5' 11"""
Ray Wizard,,
Raymond Daniels,185 lbs.,"6' 2"""
Razak Al-Hassan,205 lbs.,"6' 2"""
Reese Andy,205 lbs.,"6' 0"""
Reginaldo Vieira,135 lbs.,"5' 7"""
Remco Pardoel,260 lbs.,"6' 3"""
Remo Cardarelli,135 lbs.,
Renan Barao,135 lbs.,"5' 6"""
Renato Moicano,145 lbs.,"5' 11"""
Renato Sobral,205 lbs.,"6' 1"""
Renato Verissimo,170 lbs.,"6' 1"""
Rene Kronvold,170 lbs.,"5' 8"""
Renee Forte,155 lbs.,"5' 7"""
Renzo Gracie,185 lbs.,"5' 10"""
Reuben Duran,135 lbs.,"5' 7"""
Rex Holman,205 lbs.,"6' 3"""
Rex Richards,265 lbs.,"6' 5"""
Reynaldo Trujillo,155 lbs.,"5' 9"""
Reza Madadi,155 lbs.,"5' 11"""
Reza Nasri,205 lbs.,"5' 11"""
Rhadi Ferguson,205 lbs.,"5' 7"""
Ricardo Abreu,185 lbs.,"5' 11"""
Ricardo Almeida,170 lbs.,"6' 0"""
Ricardo Arona,205 lbs.,"5' 11"""
Ricardo Barros,205 lbs.,"6' 1"""
Ricardo Funch,170 lbs.,"5' 10"""
Ricardo Lamas,145 lbs.,"5' 8"""
Ricardo Morais,270 lbs.,"6' 8"""
Ricardo Palacios,145 lbs.,"5' 6"""
Ricardo Prasel,242 lbs.,"6' 9"""
Ricardo Ramos,135 lbs.,"5' 9"""
Ricardo Romero,205 lbs.,"6' 0"""
Ricco Rodriguez,265 lbs.,"6' 4"""
Rich Attonito,170 lbs.,"5' 10"""
Rich Bouphanouvong,170 lbs.,"5' 7"""
Rich Clementi,155 lbs.,"5' 9"""
Rich Franklin,185 lbs.,"6' 1"""
Richard Crunkilton,155 lbs.,"5' 7"""
Richard Dalton,205 lbs.,"6' 1"""
Richard Odoms,265 lbs.,"6' 5"""
Richard Walsh,170 lbs.,"6' 0"""
Richardson Moreira,185 lbs.,"6' 2"""
Richie Hightower,170 lbs.,"5' 8"""
Richie Santiago,135 lbs.,"5' 7"""
Richie Smullen,155 lbs.,"5' 9"""
Richie Vaculik,125 lbs.,"5' 6"""
Rick Davis,155 lbs.,"5' 9"""
Rick Glenn,145 lbs.,"6' 0"""
Rick Roufus,207 lbs.,"6' 0"""
Rick Story,170 lbs.,"5' 9"""
Rickson Gracie,185 lbs.,"5' 10"""
Ricky Johnson,145 lbs.,"5' 8"""
Ricky Legere Jr.,170 lbs.,"5' 8"""
Ricky Rainey,170 lbs.,"6' 1"""
Ricky Simon,135 lbs.,"5' 6"""
Ricky Turcios,135 lbs.,"5' 9"""
Rico Altamirano,170 lbs.,"5' 10"""
Rico DiSciullo,135 lbs.,"5' 8"""
Rico Farrington,170 lbs.,"6' 4"""
Riki Fukuda,185 lbs.,"6' 0"""
Rilley Dutro,125 lbs.,"5' 8"""
Rin Nakai,135 lbs.,"5' 1"""
Roan Carneiro,170 lbs.,"5' 11"""
Rob Broughton,265 lbs.,"6' 2"""
Rob Emerson,155 lbs.,"5' 9"""
Rob Font,135 lbs.,"5' 8"""
Rob Kimmons,185 lbs.,"5' 10"""
Rob MacDonald,205 lbs.,"6' 3"""
Rob McCullough,155 lbs.,"5' 9"""
Rob Sinclair,155 lbs.,"5' 8"""
Rob Whiteford,145 lbs.,"5' 9"""
Rob Wilkinson,185 lbs.,"6' 3"""
Rob Yundt,185 lbs.,"6' 1"""
Robbie Lawler,170 lbs.,"5' 11"""
Robert Breslin,155 lbs.,"5' 11"""
Robert Densley,155 lbs.,"5' 9"""
Robert Drysdale,205 lbs.,"6' 3"""
Robert Lucarelli,245 lbs.,"6' 2"""
Robert Peralta,145 lbs.,"5' 8"""
Robert Whittaker,185 lbs.,"6' 0"""
Roberta Rovel,145 lbs.,"5' 8"""
Roberto Sanchez,125 lbs.,"5' 6"""
Roberto Traven,227 lbs.,"6' 3"""
Rocky Lee,145 lbs.,"5' 9"""
Rocky Long,145 lbs.,
Rodney Faverus,215 lbs.,"6' 0"""
Rodney Wallace,205 lbs.,"5' 9"""
Rodolfo Marques Diniz,135 lbs.,"5' 6"""
Rodolfo Rubio,145 lbs.,"5' 5"""
Rodrigo Damm,155 lbs.,"5' 7"""
Rodrigo Gracie,183 lbs.,"6' 0"""
Rodrigo Gripp de Sousa,205 lbs.,"5' 11"""
Rodrigo Nascimento,246 lbs.,"6' 3"""
Rodrigo Ruas,185 lbs.,"5' 10"""
Rodrigo de Lima,155 lbs.,"5' 7"""
Roger Bowling,155 lbs.,"5' 9"""
Roger Carroll,170 lbs.,"5' 10"""
Roger Gracie,185 lbs.,"6' 4"""
Roger Hollett,205 lbs.,"5' 11"""
Roger Huerta,155 lbs.,"5' 9"""
Roger Narvaez,185 lbs.,"6' 3"""
Roger Zapata,170 lbs.,"5' 11"""
Rogerio Bontorin,125 lbs.,"5' 6"""
Rogerio Nogueira,205 lbs.,"6' 2"""
Roland Delorme,135 lbs.,"5' 9"""
Roland Payne,205 lbs.,"5' 9"""
Rolando Delgado,155 lbs.,"6' 3"""
Rolando Dy,145 lbs.,"5' 8"""
Rolando Perez,135 lbs.,"5' 8"""
Roldan Sangcha-an,125 lbs.,"5' 4"""
Rolles Gracie,242 lbs.,"6' 4"""
Roman Dolidze,205 lbs.,"6' 3"""
Roman Kopylov,185 lbs.,"6' 0"""
Roman Mitichyan,170 lbs.,"5' 10"""
Roman Salazar,135 lbs.,"5' 7"""
Roman Zentsov,230 lbs.,"6' 1"""
Romie Aram,170 lbs.,"5' 10"""
Ron Faircloth,205 lbs.,"5' 9"""
Ron Fields,200 lbs.,"6' 2"""
Ron Henderson,125 lbs.,"5' 10"""
Ron Keslar,185 lbs.,
Ron Sparks,265 lbs.,"6' 5"""
Ron Stallings,170 lbs.,"6' 2"""
Ron Waterman,280 lbs.,"6' 2"""
Ron van Clief,190 lbs.,"5' 10"""
Ronald Carillo,125 lbs.,
Ronald Jhun,170 lbs.,"5' 11"""
Ronaldo Candido,125 lbs.,"5' 6"""
Ronda Rousey,135 lbs.,"5' 7"""
Ronny Markes,185 lbs.,"6' 1"""
Rony Jason,145 lbs.,"5' 7"""
Rony Sefo,225 lbs.,"5' 9"""
Ronys Torres,155 lbs.,"5' 7"""
Roosevelt Roberts,155 lbs.,"6' 2"""
Rory MacDonald,170 lbs.,"6' 0"""
Rory Markham,170 lbs.,"6' 0"""
Rory Singer,185 lbs.,"6' 2"""
Rose Namajunas,115 lbs.,"5' 5"""
Roshaun Jones,135 lbs.,"5' 8"""
Rosi Sexton,135 lbs.,"5' 3"""
Ross Ebanez,154 lbs.,"5' 9"""
Ross Pearson,155 lbs.,"5' 8"""
Ross Pointon,170 lbs.,"5' 8"""
Rostem Akman,170 lbs.,"5' 10"""
Rousimar Palhares,170 lbs.,"5' 8"""
Roxanne Modafferi,125 lbs.,"5' 7"""
Roy Boughton,205 lbs.,"6' 0"""
Roy Jones,205 lbs.,
Roy Nelson,263 lbs.,"6' 0"""
Royce Alger,199 lbs.,"5' 10"""
Royce Gracie,175 lbs.,"6' 1"""
Royler Gracie,150 lbs.,"5' 8"""
Royston Wee,135 lbs.,"5' 7"""
Ruan Potts,247 lbs.,"6' 2"""
Ruben Villareal,265 lbs.,"6' 4"""
Rubens Xavier,220 lbs.,"6' 3"""
Rubin Williams,185 lbs.,"6' 1"""
Rudy Bears,170 lbs.,"5' 11"""
Rudyard Moncayo,195 lbs.,"5' 10"""
Rulon Gardner,265 lbs.,"6' 3"""
Ruslan Magomedov,242 lbs.,"6' 3"""
Russell Doane,135 lbs.,"5' 7"""
Russell Patrick,145 lbs.,"5' 9"""
Rustam Khabilov,155 lbs.,"5' 8"""
Ryan Bader,205 lbs.,"6' 2"""
Ryan Bastianelli,135 lbs.,"5' 5"""
Ryan Benoit,125 lbs.,"5' 5"""
Ryan Couture,155 lbs.,"5' 10"""
Ryan Diaz,145 lbs.,
Ryan Gracie,200 lbs.,"5' 9"""
Ryan Hall,155 lbs.,"5' 10"""
Ryan Hayes,,
Ryan Healy,155 lbs.,"6' 1"""
Ryan Janes,185 lbs.,"6' 3"""
Ryan Jensen,185 lbs.,"6' 1"""
Ryan Jimmo,205 lbs.,"6' 1"""
Ryan Keenan,170 lbs.,"5' 10"""
Ryan LaFlare,170 lbs.,"6' 1"""
Ryan Larson,170 lbs.,
Ryan MacDonald,135 lbs.,"5' 11"""
Ryan Madigan,170 lbs.,"6' 0"""
Ryan McGillivray,170 lbs.,"5' 11"""
Ryan McGivern,185 lbs.,"6' 0"""
Ryan Parker,235 lbs.,"6' 3"""
Ryan Quinn,145 lbs.,"5' 8"""
Ryan Roberts,155 lbs.,"5' 6"""
Ryan Spann,205 lbs.,"6' 5"""
Ryan Stonitsch,170 lbs.,"5' 9"""
Ryan Thomas,170 lbs.,"6' 0"""
Ryan Tobar,155 lbs.,
Ryo Chonan,170 lbs.,"5' 9"""
Ryo Kawamura,205 lbs.,"5' 11"""
Ryuichi Murata,183 lbs.,"5' 8"""
Ryuki Ueyama,180 lbs.,"5' 11"""
Ryuta Sakurai,183 lbs.,"5' 7"""
Saad Awad,155 lbs.,"5' 11"""
Sabah Homasi,170 lbs.,"6' 0"""
Sabina Mazo,125 lbs.,"5' 7"""
Saeed Hosseini,,
Sage Northcutt,170 lbs.,"6' 0"""
Sai Wang,170 lbs.,"6' 0"""
Said Nurmagomedov,135 lbs.,"5' 8"""
Sako Chivitchian,155 lbs.,"5' 11"""
Salim Touahri,170 lbs.,"5' 10"""
Salvador Becerra,155 lbs.,"5' 9"""
Salvador Woods,170 lbs.,"5' 11"""
Sam Adkins,225 lbs.,"6' 3"""
Sam Alvey,205 lbs.,"6' 2"""
Sam Fulton,,
Sam Greco,205 lbs.,"6' 2"""
Sam Hoger,205 lbs.,"6' 2"""
Sam Liera,,
Sam Oropeza,170 lbs.,"6' 2"""
Sam Sicilia,145 lbs.,"5' 8"""
Sam Spengler,185 lbs.,"5' 11"""
Sam Stout,155 lbs.,"5' 9"""
Sam Watford,155 lbs.,
Sammy Morgan,170 lbs.,"5' 10"""
Samy Schiavo,155 lbs.,"5' 8"""
Sanae Kikuta,200 lbs.,"5' 9"""
Santiago Ponzinibbio,170 lbs.,"6' 0"""
Saparbeg Safarov,205 lbs.,"6' 1"""
Sara McMann,135 lbs.,"5' 6"""
Sarah D'alelio,145 lbs.,"5' 7"""
Sarah Frota,115 lbs.,"5' 6"""
Sarah Kaufman,135 lbs.,"5' 5"""
Sarah Moras,135 lbs.,"5' 7"""
Sarah Payant,115 lbs.,"5' 4"""
Satoru Kitaoka,154 lbs.,"5' 6"""
Satoshi Honma,205 lbs.,"6' 1"""
Satoshi Ishii,240 lbs.,"5' 11"""
Saul Elizondo,135 lbs.,"5' 7"""
Scott Adams,225 lbs.,"6' 0"""
Scott Askham,185 lbs.,"6' 3"""
Scott Baker,210 lbs.,"6' 0"""
Scott Bessac,245 lbs.,"6' 4"""
Scott Bills,170 lbs.,"5' 10"""
Scott Carson,215 lbs.,"6' 2"""
Scott Ettling,135 lbs.,
Scott Ferrozzo,323 lbs.,"5' 11"""
Scott Fiedler,235 lbs.,"6' 4"""
Scott Graham,185 lbs.,"6' 4"""
Scott Harper,185 lbs.,"6' 0"""
Scott Holtzman,155 lbs.,"5' 9"""
Scott Jorgensen,135 lbs.,"5' 5"""
Scott Junk,265 lbs.,"6' 1"""
Scott Lighty,205 lbs.,"6' 2"""
Scott McAfee,155 lbs.,"5' 8"""
Scott McDonald,,
Scott Morris,210 lbs.,"5' 10"""
Scott Norton,170 lbs.,"5' 10"""
Scott Shaffer,145 lbs.,"5' 7"""
Scott Smith,185 lbs.,"6' 0"""
Scott Ventimiglia,185 lbs.,"5' 11"""
Sean Alvarez,235 lbs.,"6' 0"""
Sean Bassett,155 lbs.,
Sean Brady,170 lbs.,"5' 9"""
Sean Daugherty,175 lbs.,"6' 0"""
Sean Gannon,265 lbs.,"6' 3"""
Sean Holden,170 lbs.,"5' 10"""
Sean Lally,170 lbs.,"6' 0"""
Sean Loeffler,185 lbs.,"6' 3"""
Sean McCorkle,265 lbs.,"6' 7"""
Sean O'Connell,205 lbs.,"6' 1"""
Sean O'Haire,270 lbs.,"6' 5"""
Sean O'Malley,135 lbs.,"5' 11"""
Sean Pierson,170 lbs.,"6' 0"""
Sean Salmon,185 lbs.,"5' 10"""
Sean Santella,125 lbs.,"5' 5"""
Sean Sherk,155 lbs.,"5' 6"""
Sean Soriano,145 lbs.,"5' 9"""
Sean Spencer,170 lbs.,"5' 10"""
Sean Strickland,170 lbs.,"6' 1"""
Sean Wilson,145 lbs.,"5' 8"""
Seichi Ikemoto,168 lbs.,"5' 11"""
Semmy Schilt,265 lbs.,"6' 10"""
Seohee Ham,115 lbs.,"5' 2"""
Sergei Kharitonov,245 lbs.,"6' 0"""
Sergei Pavlovich,257 lbs.,"6' 3"""
Sergey Ignatov,210 lbs.,"5' 9"""
Sergey Khandozhko,170 lbs.,"6' 1"""
Serghei Spivac,260 lbs.,"6' 3"""
Sergio Gomez,155 lbs.,"5' 6"""
Sergio Moraes,170 lbs.,"6' 0"""
Sergio Pettis,135 lbs.,"5' 6"""
Seth Baczynski,170 lbs.,"6' 3"""
Seth Dikun,135 lbs.,"5' 10"""
Seth Kleinbeck,185 lbs.,"6' 2"""
Seth Petruzelli,205 lbs.,"6' 0"""
Seungwoo Choi,145 lbs.,"6' 0"""
Shamar Bailey,155 lbs.,"5' 9"""
Shamil Abdurakhimov,235 lbs.,"6' 3"""
Shana Dobson,125 lbs.,"5' 6"""
Shana Olsen,145 lbs.,"5' 7"""
Shane Burgos,145 lbs.,"5' 11"""
Shane Campbell,155 lbs.,"6' 0"""
Shane Carwin,265 lbs.,"6' 2"""
Shane Howell,125 lbs.,"5' 8"""
Shane Nelson,155 lbs.,"5' 9"""
Shane Primm,205 lbs.,"6' 3"""
Shane Roller,155 lbs.,"5' 10"""
Shane Young,145 lbs.,"5' 8"""
Shane del Rosario,250 lbs.,"6' 4"""
Shannon Gugerty,155 lbs.,"5' 10"""
Shannon Ritch,190 lbs.,"5' 9"""
Shawn Bunch,135 lbs.,"5' 5"""
Shawn Jordan,260 lbs.,"6' 0"""
Shawn Teed,265 lbs.,"6' 5"""
Shayna Baszler,135 lbs.,"5' 7"""
Sheila Gaff,135 lbs.,"5' 5"""
Sheldon Westcott,170 lbs.,"6' 1"""
Shelton Graves,255 lbs.,"6' 2"""
Sherman Pendergarst,235 lbs.,"6' 1"""
Sherron Leggett,155 lbs.,"5' 8"""
Sheymon Moraes,145 lbs.,"5' 8"""
Shingo Kohara,135 lbs.,"5' 6"""
Shinsho Anzai,170 lbs.,"5' 7"""
Shinya Aoki,154 lbs.,"5' 11"""
Shoji Maruyama,139 lbs.,"5' 7"""
Shonie Carter,170 lbs.,"5' 10"""
Shungo Oyama,185 lbs.,"5' 11"""
Shunichi Shimizu,135 lbs.,"5' 5"""
Siala Siliga,290 lbs.,"6' 1"""
Sidney Outlaw,170 lbs.,"5' 8"""
Sidney Silva,170 lbs.,"6' 3"""
Sijara Eubanks,135 lbs.,"5' 4"""
Silvana Juarez,125 lbs.,"5' 3"""
Simeon Thoresen,170 lbs.,"6' 1"""
Sione Latu,215 lbs.,"6' 0"""
Sirwan Kakai,135 lbs.,"5' 5"""
Siyar Bahadurzada,170 lbs.,"5' 11"""
Soa Palelei,265 lbs.,"6' 4"""
Sodiq Yusuff,145 lbs.,"5' 9"""
Soichi Nishida,320 lbs.,"5' 11"""
Sokun Koh,205 lbs.,"6' 1"""
Solomon Hutcherson,185 lbs.,"5' 11"""
Song Kenan,170 lbs.,"6' 0"""
Song Yadong,135 lbs.,"5' 8"""
Spencer Fisher,155 lbs.,"5' 7"""
Spencer Hearns,185 lbs.,"5' 11"""
Stanislav Nedkov,205 lbs.,"5' 11"""
Stefan Klever,185 lbs.,
Stefan Leko,215 lbs.,"6' 2"""
Stefan Sekulic,170 lbs.,"6' 0"""
Stefan Struve,265 lbs.,"6' 11"""
Stephan Bonnar,205 lbs.,"6' 4"""
Stephanie Webber,135 lbs.,"5' 6"""
Stephen Banaszak,145 lbs.,"6' 0"""
Stephen Bass,145 lbs.,"5' 9"""
Stephen Ledbetter,145 lbs.,"5' 9"""
Stephen Palling,143 lbs.,"5' 4"""
Stephen Regman,155 lbs.,"5' 11"""
Stephen Thompson,170 lbs.,"6' 0"""
Sterling Ford,155 lbs.,"5' 10"""
Steve Berger,170 lbs.,"5' 11"""
Steve Bosse,205 lbs.,"5' 11"""
Steve Bruno,170 lbs.,"5' 10"""
Steve Byrnes,170 lbs.,"6' 0"""
Steve Cantwell,185 lbs.,"6' 2"""
Steve Garcia,135 lbs.,"6' 0"""
Steve Hadsel,170 lbs.,"5' 8"""
Steve Jennum,215 lbs.,"5' 10"""
Steve Judson,230 lbs.,"5' 11"""
Steve Kennedy,170 lbs.,"5' 11"""
Steve Kozola,155 lbs.,
Steve Lopez,155 lbs.,"5' 11"""
Steve Mann,170 lbs.,"6' 1"""
Steve Mensing,185 lbs.,"5' 11"""
Steve Montgomery,185 lbs.,"6' 4"""
Steve Nelmark,240 lbs.,"6' 0"""
Steve Ramirez,125 lbs.,"5' 7"""
Steve Steinbeiss,185 lbs.,"6' 3"""
Steve Vigneault,185 lbs.,"5' 10"""
Steve White,175 lbs.,"5' 11"""
Steven Ciaccio,170 lbs.,"6' 0"""
Steven Graham,290 lbs.,"6' 1"""
Steven Nguyen,145 lbs.,"5' 11"""
Steven Peterson,145 lbs.,"5' 10"""
Steven Siler,145 lbs.,"5' 11"""
Stevie Lynch,170 lbs.,"5' 10"""
Stevie Ray,155 lbs.,"5' 10"""
Stipe Miocic,240 lbs.,"6' 4"""
Stoney Hale,,"6' 0"""
Su Mudaerji,135 lbs.,"5' 8"""
Sultan Aliev,170 lbs.,"5' 11"""
Suman Mokhtarian,145 lbs.,"5' 10"""
Sung Bin Jo,145 lbs.,"6' 0"""
Syuri Kondo,115 lbs.,"5' 4"""
TJ Cook,205 lbs.,
TJ Dillashaw,125 lbs.,"5' 6"""
TJ Grant,155 lbs.,"5' 10"""
TJ Hepburn,155 lbs.,"5' 7"""
TJ O'Brien,155 lbs.,"6' 2"""
TJ Waldburger,170 lbs.,"5' 11"""
Tadao Yasuda,310 lbs.,"6' 4"""
Tae Hyun Bang,155 lbs.,"5' 9"""
Tae Hyun Lee,295 lbs.,"6' 6"""
Tai Bowden,230 lbs.,"5' 11"""
Tai Tuivasa,264 lbs.,"6' 2"""
Taiei Kin,185 lbs.,"5' 11"""
Taila Santos,125 lbs.,"5' 5"""
Takafumi Otsuka,139 lbs.,"5' 6"""
Takahiro Oba,200 lbs.,"5' 8"""
Takanori Gomi,155 lbs.,"5' 7"""
Takashi Sato,170 lbs.,"5' 10"""
Takashi Sugiura,225 lbs.,"5' 11"""
Takayo Hashi,135 lbs.,"5' 4"""
Takayuki Okada,290 lbs.,"6' 1"""
Takenori Sato,170 lbs.,"5' 10"""
Takeshi Inoue,145 lbs.,"5' 8"""
Takeshi Yamazaki,139 lbs.,"5' 8"""
Takeya Mizugaki,135 lbs.,"5' 7"""
Talita Bernardo,135 lbs.,"5' 4"""
Talita Nogueira,145 lbs.,"5' 10"""
Tamdan McCrory,185 lbs.,"6' 4"""
Tanner Boser,258 lbs.,"6' 2"""
Tarec Saffiedine,170 lbs.,"5' 10"""
Tateki Matsuda,125 lbs.,"5' 7"""
Tatiana Suarez,115 lbs.,"5' 5"""
Tatsuya Iwasaki,205 lbs.,"5' 9"""
Tatsuya Kawajiri,145 lbs.,"5' 7"""
Tatsuya Mizuno,205 lbs.,"6' 1"""
Taylor Lapilus,135 lbs.,"5' 6"""
Taylor Roberts,170 lbs.,"5' 11"""
Te Edwards,155 lbs.,"5' 8"""
Tebaris Gordon,265 lbs.,"6' 1"""
Tecia Torres,115 lbs.,"5' 1"""
Tedd Williams,275 lbs.,"6' 1"""
Teemu Packalen,155 lbs.,"6' 1"""
Teila Tuli,430 lbs.,"6' 0"""
